Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
415.219,TraderOne,Tick,1462,1387,75,-75,142000,142000,-7696,1289096,1289096,OK
415.516,TraderOne,Tick,1462,1387,75,-75,142000,142000,-7696,1289096,1289096,OK
415.75,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
415.953,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
416.282,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
416.516,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
416.719,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
417.063,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
417.203,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
417.469,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
417.75,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
418.047,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
418.235,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
418.563,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
418.766,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
418.985,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
419.203,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
419.532,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
419.766,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
420.063,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
420.282,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
420.532,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
420.75,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
421.016,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
421.297,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
421.532,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
421.75,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
421.953,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
422.25,TraderOne,Tick,1462,1387,75,-75,141600,142200,-7696,1289096,1274096,OK
422.469,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
422.766,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
422.953,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
423.219,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
423.5,TraderOne,Tick,1462,1387,75,-75,142100,142200,-7696,1289096,1281596,OK
423.735,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
423.953,TraderOne,Tick,1462,1387,75,-75,142200,142100,-7696,1289096,1296596,OK
424.297,TraderOne,Tick,1462,1387,75,-75,142200,142100,-7696,1289096,1296596,OK
424.485,TraderOne,Tick,1462,1387,75,-75,142200,142100,-7696,1289096,1296596,OK
424.782,TraderOne,Tick,1462,1387,75,-75,142200,142100,-7696,1289096,1296596,OK
425.016,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
425.297,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
425.532,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
425.766,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
425.969,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
426.266,TraderOne,Tick,1462,1387,75,-75,142200,142300,-7696,1289096,1281596,OK
426.5,TraderOne,Tick,1462,1387,75,-75,141800,142300,-7696,1289096,1274096,OK
426.766,TraderOne,Tick,1462,1387,75,-75,141800,142300,-7696,1289096,1274096,OK
426.953,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
427.25,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
427.547,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
427.766,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
428.0,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
428.203,TraderOne,Tick,1462,1387,75,-75,142000,142200,-7696,1289096,1274096,OK
428.547,TraderOne,Tick,1462,1387,75,-75,142000,142300,-7696,1289096,1274096,OK
428.782,TraderOne,Tick,1462,1387,75,-75,142000,142300,-7696,1289096,1274096,OK
428.985,TraderOne,Tick,1462,1387,75,-75,141800,142300,-7696,1289096,1274096,OK
429.203,TraderOne,Tick,1462,1387,75,-75,141800,142300,-7696,1289096,1274096,OK
429.516,TraderOne,Tick,1462,1387,75,-75,141800,142300,-7696,1289096,1274096,OK
429.719,TraderOne,Tick,1462,1387,75,-75,141800,142500,-7696,1289096,1274096,OK
430.047,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
430.282,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
430.453,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
430.735,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
430.985,TraderOne,Tick,1462,1387,75,-75,142200,142500,-7696,1289096,1274096,OK
431.203,TraderOne,Tick,1462,1387,75,-75,142200,142500,-7696,1289096,1274096,OK
431.485,TraderOne,Tick,1462,1387,75,-75,142200,142500,-7696,1289096,1274096,OK
431.75,TraderOne,Tick,1462,1387,75,-75,142200,142500,-7696,1289096,1274096,OK
432.016,TraderOne,Tick,1462,1387,75,-75,142200,142200,-7696,1289096,1289096,OK
432.313,TraderOne,Tick,1462,1387,75,-75,141600,142200,-7696,1289096,1274096,OK
432.516,TraderOne,Tick,1462,1387,75,-75,141600,142200,-7696,1289096,1274096,OK
432.75,TraderOne,Tick,1462,1387,75,-75,141600,142200,-7696,1289096,1274096,OK
432.969,TraderOne,Tick,1462,1387,75,-75,141600,142200,-7696,1289096,1274096,OK
433.266,TraderOne,Tick,1462,1387,75,-75,141600,142200,-7696,1289096,1274096,OK
433.469,TraderOne,Tick,1462,1387,75,-75,141600,142300,-7696,1289096,1274096,OK
433.75,TraderOne,Tick,1462,1387,75,-75,142100,142300,-7696,1289096,1274096,OK
433.985,TraderOne,Tick,1462,1387,75,-75,142100,142300,-7696,1289096,1274096,OK
434.203,TraderOne,Tick,1462,1387,75,-75,142200,142300,-7696,1289096,1281596,OK
434.5,TraderOne,Tick,1462,1387,75,-75,142200,142300,-7696,1289096,1281596,OK
434.766,TraderOne,Tick,1462,1387,75,-75,142200,142300,-7696,1289096,1281596,OK
434.985,TraderOne,Tick,1462,1387,75,-75,142200,142500,-7696,1289096,1274096,OK
435.219,TraderOne,Tick,1462,1387,75,-75,142200,142600,-7696,1289096,1274096,OK
435.469,TraderOne,Tick,1462,1387,75,-75,142200,142600,-7696,1289096,1274096,OK
435.782,TraderOne,Tick,1462,1387,75,-75,142200,142600,-7696,1289096,1274096,OK
435.969,TraderOne,Tick,1462,1387,75,-75,142200,142600,-7696,1289096,1274096,OK
436.25,TraderOne,Tick,1462,1387,75,-75,142200,142600,-7696,1289096,1274096,OK
436.532,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
436.75,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
436.953,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
437.297,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
437.532,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
437.75,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
438.016,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
438.297,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
438.5,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
438.813,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
438.985,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
439.203,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
439.469,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
439.719,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
440.0,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
440.266,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
440.485,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
440.735,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
441.016,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
441.235,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
441.532,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
441.735,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
442.032,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
442.25,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
442.453,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
442.735,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
443.016,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
443.219,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
443.532,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
443.719,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
444.016,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
444.219,TraderOne,Tick,1462,1387,75,-75,142400,142700,-7696,1289096,1274096,OK
444.563,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
444.703,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
445.0,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
445.219,TraderOne,Tick,1462,1387,75,-75,142000,142500,-7696,1289096,1274096,OK
445.532,TraderOne,Tick,1462,1387,75,-75,142500,142500,-7696,1289096,1289096,OK
445.782,TraderOne,Tick,1462,1387,75,-75,142500,142700,-7696,1289096,1274096,OK
446.016,TraderOne,Tick,1462,1387,75,-75,142500,142700,-7696,1289096,1274096,OK
446.297,TraderOne,Tick,1462,1387,75,-75,142500,142700,-7696,1289096,1274096,OK
446.453,TraderOne,Tick,1462,1387,75,-75,142000,142700,-7696,1289096,1274096,OK
446.75,TraderOne,Tick,1462,1387,75,-75,142000,142700,-7696,1289096,1274096,OK
447.0,TraderOne,Tick,1462,1387,75,-75,142000,142700,-7696,1289096,1274096,OK
447.282,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
447.547,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
447.719,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
448.032,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
448.25,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
448.547,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
448.735,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
448.969,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
449.25,TraderOne,Tick,1462,1387,75,-75,142200,142700,-7696,1289096,1274096,OK
449.485,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
449.797,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
450.047,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
450.266,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
450.516,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
450.75,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
451.032,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
451.266,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
451.469,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
451.75,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
452.0,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
452.235,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
452.516,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
452.813,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
452.985,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
453.25,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
453.547,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
453.813,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
454.047,TraderOne,Tick,1462,1387,75,-75,142500,142800,-7696,1289096,1274096,OK
454.282,TraderOne,Tick,1462,1387,75,-75,142700,143000,-7696,1289096,1274096,OK
454.485,TraderOne,Tick,1462,1387,75,-75,142700,143000,-7696,1289096,1274096,OK
454.797,TraderOne,Tick,1462,1387,75,-75,142700,143000,-7696,1289096,1274096,OK
454.985,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
455.25,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
455.516,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
455.797,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
455.969,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
456.266,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
456.532,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
456.797,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
457.0,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
457.297,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
457.547,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
457.719,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
458.032,TraderOne,Tick,1462,1387,75,-75,142600,143000,-7696,1289096,1274096,OK
458.266,TraderOne,Tick,1462,1387,75,-75,142700,143000,-7696,1289096,1274096,OK
458.5,TraderOne,Tick,1462,1387,75,-75,142700,143000,-7696,1289096,1274096,OK
458.735,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
458.969,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
459.203,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
459.453,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
459.75,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
460.0,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
460.297,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
460.453,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
460.797,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
460.969,TraderOne,Tick,1462,1387,75,-75,142400,143000,-7696,1289096,1274096,OK
461.25,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
461.516,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
461.782,TraderOne,Tick,1462,1387,75,-75,142700,142900,-7696,1289096,1274096,OK
462.0,TraderOne,Tick,1462,1387,75,-75,142700,142900,-7696,1289096,1274096,OK
462.25,TraderOne,Tick,1462,1387,75,-75,142700,142900,-7696,1289096,1274096,OK
462.532,TraderOne,Tick,1462,1387,75,-75,142700,142900,-7696,1289096,1274096,OK
462.735,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
463.063,TraderOne,Tick,1462,1387,75,-75,142200,142900,-7696,1289096,1274096,OK
463.235,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
463.469,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
463.703,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
464.0,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
464.235,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
464.469,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
464.797,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
464.953,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
465.266,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
465.485,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
465.797,TraderOne,Tick,1462,1387,75,-75,142300,142700,-7696,1289096,1274096,OK
466.047,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
466.297,TraderOne,Tick,1462,1387,75,-75,142300,142800,-7696,1289096,1274096,OK
466.485,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
466.75,TraderOne,Tick,1462,1387,75,-75,142300,142900,-7696,1289096,1274096,OK
467.0,TraderOne,Tick,1462,1387,75,-75,142300,143100,-7696,1289096,1274096,OK
467.282,TraderOne,Tick,1462,1387,75,-75,142300,143100,-7696,1289096,1274096,OK
467.469,TraderOne,Tick,1462,1387,75,-75,142700,143100,-7696,1289096,1274096,OK
467.813,TraderOne,Tick,1462,1387,75,-75,142700,143300,-7696,1289096,1274096,OK
468.016,TraderOne,Tick,1462,1387,75,-75,142700,143300,-7696,1289096,1274096,OK
468.219,TraderOne,Tick,1462,1387,75,-75,142700,143300,-7696,1289096,1274096,OK
468.485,TraderOne,Tick,1462,1387,75,-75,142700,143300,-7696,1289096,1274096,OK
468.719,TraderOne,Tick,1462,1387,75,-75,142700,143300,-7696,1289096,1274096,OK
469.0,TraderOne,Tick,1462,1387,75,-75,142600,143300,-7696,1289096,1274096,OK
469.25,TraderOne,Tick,1462,1387,75,-75,142600,143300,-7696,1289096,1274096,OK
469.453,TraderOne,Tick,1462,1387,75,-75,142600,143300,-7696,1289096,1274096,OK
469.75,TraderOne,Tick,1462,1387,75,-75,142600,143300,-7696,1289096,1274096,OK
469.969,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
470.297,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
470.516,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
470.735,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
471.032,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
471.203,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
471.5,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
471.703,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
472.032,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
472.203,TraderOne,Tick,1462,1387,75,-75,142600,143200,-7696,1289096,1274096,OK
472.532,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
472.735,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
472.953,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
473.203,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
473.485,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
473.813,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
473.953,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
474.235,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
474.469,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
474.797,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
475.0,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
475.266,TraderOne,Tick,1462,1387,75,-75,142900,143200,-7696,1289096,1274096,OK
475.5,TraderOne,Tick,1462,1387,75,-75,142900,143200,-7696,1289096,1274096,OK
475.75,TraderOne,Tick,1462,1387,75,-75,142800,143200,-7696,1289096,1274096,OK
476.032,TraderOne,Tick,1462,1387,75,-75,142800,143300,-7696,1289096,1274096,OK
476.266,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
476.547,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
476.735,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
476.969,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
477.297,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
477.563,TraderOne,Tick,1462,1387,75,-75,142900,143400,-7696,1289096,1274096,OK
477.766,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
477.953,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
478.25,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
478.532,TraderOne,Tick,1462,1387,75,-75,142900,143300,-7696,1289096,1274096,OK
478.75,TraderOne,Tick,1462,1387,75,-75,142600,143100,-7696,1289096,1274096,OK
479.047,TraderOne,Tick,1462,1387,75,-75,142900,142900,-7696,1289096,1289096,OK
479.235,TraderOne,Tick,1462,1387,75,-75,142900,142900,-7696,1289096,1289096,OK
479.485,TraderOne,Tick,1462,1387,75,-75,142900,142900,-7696,1289096,1289096,OK
479.766,TraderOne,Tick,1462,1387,75,-75,142900,142900,-7696,1289096,1289096,OK
480.0,TraderOne,Tick,1462,1387,75,-75,142900,142900,-7696,1289096,1289096,OK
480.235,TraderOne,Tick,1462,1387,75,-75,142900,142700,-7696,1289096,1304096,OK
480.547,TraderOne,Tick,1462,1387,75,-75,142900,142700,-7696,1289096,1304096,OK
480.797,TraderOne,Tick,1462,1387,75,-75,142900,142700,-7696,1289096,1304096,OK
481.032,TraderOne,Tick,1462,1387,75,-75,142900,142700,-7696,1289096,1304096,OK
481.266,TraderOne,Tick,1462,1387,75,-75,143000,142700,-7696,1289096,1304096,OK
481.516,TraderOne,Tick,1462,1387,75,-75,143000,142700,-7696,1289096,1304096,OK
481.782,TraderOne,Tick,1462,1387,75,-75,143000,142700,-7696,1289096,1304096,OK
482.0,TraderOne,Tick,1462,1387,75,-75,143000,142700,-7696,1289096,1304096,OK
482.266,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
482.485,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
482.766,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
483.047,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
483.266,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
483.5,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
483.797,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
483.953,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
484.235,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
484.485,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
484.75,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
485.016,TraderOne,Tick,1462,1387,75,-75,143000,143000,-7696,1289096,1289096,OK
485.25,TraderOne,Tick,1462,1387,75,-75,143000,143000,-7696,1289096,1289096,OK
485.469,TraderOne,Tick,1462,1387,75,-75,143000,143000,-7696,1289096,1289096,OK
485.782,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
485.969,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
486.282,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
486.547,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
486.782,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
487.0,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
487.282,TraderOne,Tick,1462,1387,75,-75,142800,142800,-7696,1289096,1289096,OK
487.453,TraderOne,Tick,1462,1387,75,-75,142800,142800,-7696,1289096,1289096,OK
487.75,TraderOne,Tick,1462,1387,75,-75,142800,142800,-7696,1289096,1289096,OK
487.985,TraderOne,Tick,1462,1387,75,-75,142800,142800,-7696,1289096,1289096,OK
488.25,TraderOne,Tick,1462,1387,75,-75,142800,142800,-7696,1289096,1289096,OK
488.516,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
488.719,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
489.0,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
489.313,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
489.5,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
489.703,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
490.032,TraderOne,Tick,1462,1387,75,-75,143000,142800,-7696,1289096,1304096,OK
490.266,TraderOne,Tick,1462,1387,75,-75,143000,142600,-7696,1289096,1304096,OK
490.485,TraderOne,Tick,1462,1387,75,-75,143000,142600,-7696,1289096,1304096,OK
